faa;name;lat;lon;alt;tz;dst;tzone
ORT;Northway;62,96133;-141,92914;1716; -9;A;America/Anchorage
ORV;Robert Curtis Memorial Airport;66,81750;-161,02222;  55; -9;A;America/Anchorage
OSC;Oscoda Wurtsmith;44,45156; -83,39405; 634; -5;A;America/New_York
OSH;Wittman Regional Airport;44,02498; -88,55134; 790; -6;A;America/Chicago
OSU;Ohio State University Airport;40,07980; -83,07300; 905; -5;U;America/New_York
OTH;Southwest Oregon Regional Airport;43,41710;-124,24600;  17; -8;A;America/Los_Angeles
OTS;Anacortes Airport;48,49889;-122,66250; 241; -8;A;America/Los_Angeles
OTZ;Ralph Wien Mem;66,88468;-162,59855;  11; -9;A;America/Anchorage
OWB;Owensboro Daviess County Airport;37,74010; -87,16680; 406; -6;A;America/Chicago
OWD;Norwood Memorial Airport;42,19053; -71,17294;  49; -5;A;America/New_York
OXC;Waterbury-Oxford Airport;41,47856; -73,13525; 726; -5;A;America/New_York
OXD;Miami University Airport;39,50226; -84,78438;1040; -5;U;America/New_York
OXR;Oxnard - Ventura County;34,20083;-119,20722;  15; -8;A;America/Los_Angeles
OZA;Ozona Muni;30,73528;-101,20297;2381; -6;A;America/Chicago
P08;Coolidge Municipal Airport;32,93590;-111,42700;1574; -7;A;America/Phoenix
P52;Cottonwood Airport;34,73000;-112,03500;3550; -7;A;America/Phoenix
PAE;Snohomish Co;47,90634;-122,28156; 606; -8;A;America/Los_Angeles
PAH;Barkley Regional Airport;37,06029; -88,77296; 410; -6;A;America/Chicago
PAM;Tyndall Afb;30,06957; -85,57542;  17; -6;A;America/Chicago
PAO;Palo Alto Airport of Santa Clara County;37,46111;-122,11506;   7; -8;A;America/Los_Angeles
PAQ;Palmer Muni;61,59491;-149,08871; 242; -9;A;America/Anchorage
PBF;Grider Fld;34,17314; -91,93560; 206; -6;A;America/Chicago
PBG;Plattsburgh Intl;44,65094; -73,46814; 234; -5;A;America/New_York
PBI;Palm Beach Intl;26,68316; -80,09559;  19; -5;A;America/New_York
PBV;St George;56,57834;-169,66161; 125; -9;A;America/Anchorage
PBX;Pike County Airport - Hatcher Field;37,56176; -82,56639;1473; -5;A;America/New_York
PCW;Erie-Ottawa Regional Airport;41,51627; -82,86949; 590; -5;U;America/New_York
PCZ;Waupaca Municipal Airport;44,33325; -89,01978; 840; -6;A;America/Chicago
PDB;Pedro Bay Airport;59,78222;-154,13250;  45; -9;A;America/Anchorage
PDK;Dekalb-Peachtree Airport;33,87561; -84,30197;1003; -5;A;America/New_York
PDT;Eastern Oregon Regional Airport;45,69500;-118,84139;1497; -8;A;America/Los_Angeles
PDX;Portland Intl;45,58872;-122,59750;  30; -8;A;America/Los_Angeles
PEC;Pelican Seaplane Base;57,95528;-136,23639;   0; -9;A;America/Anchorage
PEQ;Pecos Municipal Airport;31,38239;-103,51072;2613; -6;A;America/Chicago
PFN;Panama City Bay Co Intl;30,21208; -85,68281;  20; -6;A;America/Chicago
PGA;Page Municipal Airport;36,92610;-111,44830;4316; -7;A;America/Phoenix
PGD;Charlotte County-Punta Gorda Airport;26,91972; -81,99056;  26; -5;A;America/New_York
PGV;Pitt-Greenville Airport;35,63528; -77,38528;  27; -5;A;America/New_York
PHD;Harry Clever Field Airport;40,47017; -81,41994; 894; -5;A;America/New_York
PHF;Newport News Williamsburg Intl;37,13189; -76,49299;  43; -5;A;America/New_York
PHK;Pahokee Airport;26,78900; -80,69200;  18; -5;A;America/New_York
PHL;Philadelphia Intl;39,87194; -75,24114;  36; -5;A;America/New_York
PHN;St Clair Co Intl;42,91096; -82,52886; 650; -5;A;America/New_York
PHO;Point Hope Airport;68,34880;-166,79900;  12; -9;A;America/Anchorage
PHX;Phoenix Sky Harbor Intl;33,43428;-112,01158;1135; -7;N;America/Phoenix
PIA;Peoria Regional;40,66420; -89,69326; 660; -6;A;America/Chicago
PIB;Hattiesburg Laurel Regional Airport;31,46710; -89,33710; 298; -6;A;America/Chicago
PIE;St Petersburg Clearwater Intl;27,91017; -82,68739;  10; -5;A;America/New_York
PIH;Pocatello Regional Airport;42,90980;-112,59600;4452; -7;A;America/Denver
PIM;Harris County Airport;32,84069; -84,88244; 902; -5;A;America/New_York
PIP;Pilot Point Airport;57,58539;-157,57194;  57; -9;A;America/Anchorage
PIR;Pierre Regional Airport;44,38270;-100,28600;1742; -6;A;America/Chicago
PIT;Pittsburgh Intl;40,49147; -80,23287;1204; -5;A;America/New_York
PIZ;Point Lay Lrrs;69,73288;-163,00534;  25; -9;A;America/Anchorage
PKB;Mid-Ohio Valley Regional Airport;39,34510; -81,43920; 858; -5;A;America/New_York
PLN;Pellston Regional Airport of Emmet County Airport;45,57090; -84,79670; 720; -5;A;America/New_York
PMB;Pembina Muni;48,94250; -97,24083; 795; -6;A;America/Chicago
PMD;Palmdale Rgnl Usaf Plt 42;34,62939;-118,08456;2543; -8;A;America/Los_Angeles
PML;Port Moller Airport;56,00611;-160,56083;  20; -9;A;America/Anchorage
PMP;Pompano Beach Airpark;26,24714; -80,11106;  19; -5;A;America/New_York
PNC;Ponca City Rgnl;36,73196; -97,09978;1007; -6;A;America/Chicago
PNE;Northeast Philadelphia;40,08194; -75,01059; 121; -5;A;America/New_York
PNM;Princeton Muni;45,55987; -93,60822; 979; -6;A;America/Chicago
PNS;Pensacola Rgnl;30,47342; -87,18661; 121; -6;A;America/Chicago
POB;Pope Field;35,17088; -79,01447; 217; -5;A;America/New_York
POC;Brackett Field;34,09167;-117,78178;1014; -8;A;America/Los_Angeles
POE;Polk Aaf;31,04483; -93,19167; 330; -6;A;America/Chicago
POF;Poplar Bluff Municipal Airport;36,77394; -90,32486; 331; -6;A;America/Chicago
PPC;Prospect Creek Airport;66,81417;-150,64361;1095; -9;A;America/Anchorage
PPV;Port Protection Seaplane Base;56,32889;-133,61000;   0; -9;A;America/Anchorage
PQI;Northern Maine Rgnl At Presque Isle;46,68896; -68,04480; 534; -5;A;America/New_York
PQS;Pilot Station Airport;61,93444;-162,89944; 305; -9;A;America/Anchorage
PRC;Ernest A Love Fld;34,65447;-112,41958;5045; -7;A;America/Phoenix
PRL;Port Oceanic Airport;60,20833;-147,81944; 142; -9;A;America/Anchorage
PSC;Tri Cities Airport;46,26470;-119,11900; 410; -8;A;America/Los_Angeles
PSG;Petersburg James A. Johnson;56,80167;-132,94528; 105; -9;A;America/Anchorage
PSM;Pease International Tradeport;43,07790; -70,82330; 100; -5;A;America/New_York
PSP;Palm Springs Intl;33,82967;-116,50669; 477; -8;A;America/Los_Angeles
PSX;Palacios Muni;28,72751; -96,25096;  14; -6;A;America/Chicago
PTA;Port Alsworth Airport;60,20828;-154,30659; 253; -9;A;America/Anchorage
PTB;Dinwiddie County Airport;37,18375; -77,50739; 193; -5;A;America/New_York
PTH;Port Heiden Airport;56,95910;-158,63300;  95; -9;A;America/Anchorage
PTK;Oakland Co. Intl;42,66700; -83,35000; 980; -5;A;America/New_York
PTU;Platinum;59,01136;-161,81966;  15; -9;A;America/Anchorage
PUB;Pueblo Memorial;38,28909;-104,49657;4726; -7;A;America/Denver
PUC;Carbon County Regional-Buck Davis Field;39,60972;-110,75278;5957; -7;A;America/Denver
PUW;Pullman-Moscow Rgnl;46,74386;-117,10958;2556; -8;A;America/Los_Angeles
PVC;Provincetown Muni;42,07194; -70,22139;   9; -5;A;America/New_York
PVD;Theodore Francis Green State;41,73258; -71,42038;  55; -5;A;America/New_York
PVU;Provo Municipal Airport;40,21806;-111,72222;4497; -7;A;America/Denver
PWK;Chicago Executive;42,11429; -87,90154; 647; -6;A;America/Chicago
PWM;Portland Intl Jetport;43,64616; -70,30928;  77; -5;A;America/New_York
PWT;Bremerton National;47,49024;-122,76481; 444; -8;A;America/Los_Angeles
PYM;Plymouth Municipal Airport;41,90903; -70,72878; 148; -5;A;America/New_York
PYP;Centre-Piedmont-Cherokee County Regional Airport;34,08992; -85,61008; 595; -6;A;America/Chicago
R49;Ferry County Airport;48,71821;-118,65647;2522; -8;A;America/Los_Angeles
RAC;John H. Batten Airport;42,76050; -87,81520; 674; -6;A;America/Chicago
RAL;Riverside Muni;33,95188;-117,44510; 818; -8;A;America/Los_Angeles
RAP;Rapid City Regional Airport;44,04528;-103,05722;3204; -7;A;America/Denver
RBD;Dallas Executive Airport;32,68083; -96,86833; 201; -6;A;America/Chicago
RBK;French Valley Airport;33,57418;-117,12847;1350; -8;A;America/Los_Angeles
RBM;Robinson Aaf;34,85009; -92,30015; 587; -6;A;America/Chicago
RBN;Fort Jefferson;24,61667; -82,86667;   0; -5;A;America/New_York
RBY;Ruby Airport;64,72720;-155,47000; 653; -9;A;America/Anchorage
RCA;Ellsworth Afb;44,14504;-103,10357;3279; -7;A;America/Denver
RCE;Roche Harbor Seaplane Base;48,60806;-123,15972;   0; -8;A;America/Los_Angeles
RCZ;Richmond County Airport;34,89131; -79,75961; 358; -5;A;America/New_York
RDD;Redding Muni;40,50900;-122,29339; 504; -8;A;America/Los_Angeles
RDG;Reading Regional Carl A Spaatz Field;40,37850; -75,96520; 344; -5;A;America/New_York
RDM;Roberts Fld;44,25407;-121,14996;3077; -8;A;America/Los_Angeles
RDR;Grand Forks Afb;47,96110; -97,40119; 913; -6;A;America/Chicago
RDU;Raleigh Durham Intl;35,87764; -78,78747; 435; -5;A;America/New_York
RDV;Red Devil Airport;61,78806;-157,35028; 174; -9;A;America/Anchorage
REI;Redlands Municipal Airport;34,08525;-117,14639;1574; -8;A;America/Los_Angeles
RFD;Chicago Rockford International Airport;42,19536; -89,09722; 742; -6;A;America/Chicago
RHI;Rhinelander Oneida County Airport;45,63120; -89,46750;1624; -6;A;America/Chicago
RIC;Richmond Intl;37,50517; -77,31967; 167; -5;A;America/New_York
RID;Richmond Municipal Airport;39,75610; -84,84272;1140; -5;U;America/New_York
RIF;Richfield Minicipal Airport;38,73644;-112,09894;5301; -7;A;America/Denver
RIL;Garfield County Regional Airport;39,52631;-107,72694;5548; -7;A;America/Denver
RIR;Flabob Airport;33,98878;-117,40997; 764; -8;A;America/Los_Angeles
RIU;Rancho Murieta;38,48678;-121,10278; 141; -8;A;America/Los_Angeles
RIV;March Arb;33,88071;-117,25945;1535; -8;A;America/Los_Angeles
RIW;Riverton Regional;43,06417;-108,45972;5525; -7;A;America/Denver
RKD;Knox County Regional Airport;44,06011; -69,09923;  56; -5;A;America/New_York
RKH;Rock Hill York Co Bryant Airport;34,98780; -81,05720; 667; -5;A;America/New_York
RKP;Aransas County Airport;28,08622; -97,04369;  24; -6;A;America/Chicago
RKS;Rock Springs Sweetwater County Airport;41,59420;-109,06500;6760; -7;A;America/Denver
RME;Griffiss Afld;43,23380; -75,40703; 504; -5;A;America/New_York
RMG;Richard B Russell Airport;34,35078; -85,15867; 664; -5;A;America/New_York
RMP;Rampart Airport;65,50778;-150,14083; 302; -9;A;America/Anchorage
RMY;Brooks Field Airport;42,25119; -84,95544; 941; -5;A;America/New_York
RND;Randolph Afb;29,52968; -98,27890; 762; -6;A;America/Chicago
RNM;Ramona Airport;33,03917;-116,91525;1395; -8;A;America/Los_Angeles
RNO;Reno Tahoe Intl;39,49911;-119,76811;4415; -8;A;America/Los_Angeles
RNT;Renton;47,49314;-122,21575;  32; -8;A;America/Los_Angeles
ROA;Roanoke Regional;37,32547; -79,97542;1175; -5;A;America/New_York
ROC;Greater Rochester Intl;43,11887; -77,67239; 559; -5;A;America/New_York
ROW;Roswell Intl Air Center;33,30156;-104,53056;3671; -7;A;America/Denver
RSH;Russian Mission Airport;61,77500;-161,31944;  51; -9;A;America/Anchorage
RSJ;Rosario Seaplane Base;48,64556;-122,86806;   0; -8;A;America/Los_Angeles
RST;Rochester;43,90828; -92,50001;1317; -6;A;America/Chicago
RSW;Southwest Florida Intl;26,53617; -81,75517;  30; -5;A;America/New_York
RUT;Rutland State Airport;43,52940; -72,94960; 787; -5;A;America/New_York
RVS;Richard Lloyd Jones Jr Airport;36,03961; -95,98464; 638; -6;A;America/Chicago
RWI;Rocky Mount Wilson Regional Airport;35,85630; -77,89190; 159; -5;A;America/New_York
RWL;Rawlins Municipal Airport-Harvey Field;41,80560;-107,19994;6813; -7;A;America/Denver
RYY;Cobb County Airport-Mc Collum Field;34,01316; -84,59706;1041; -5;A;America/New_York
S30;Lebanon State;44,31790;-122,55770; 344; -8;A;America/Los_Angeles
S40;Prosser;46,12800;-119,47730; 705; -8;A;America/Los_Angeles
S46;Port O\\'Connor Airfield;28,42998; -96,44286;  10; -6;A;America/Chicago
SAA;Shively Field Airport;41,44486;-106,82353;7012; -7;A;America/Denver
SAC;Sacramento Executive;38,51252;-121,49347;  24; -8;A;America/Los_Angeles
SAD;Safford Regional Airport;32,85333;-109,63508;3179; -7;N;America/Phoenix
SAF;Santa Fe Muni;35,61711;-106,08942;6348; -7;A;America/Denver
SAN;San Diego Intl;32,73356;-117,18967;  17; -8;A;America/Los_Angeles
SAT;San Antonio Intl;29,53369; -98,46978; 809; -6;A;America/Chicago
SAV;Savannah Hilton Head Intl;32,12758; -81,20214;  51; -5;A;America/New_York
SBA;Santa Barbara Muni;34,42621;-119,84037;  10; -8;A;America/Los_Angeles
SBD;San Bernardino International Airport;34,09535;-117,23487;1159; -8;A;America/Los_Angeles
SBM;Sheboygan County Memorial Airport;43,76960; -87,85140; 755; -6;A;America/Chicago
SBN;South Bend Rgnl;41,70866; -86,31725; 799; -5;A;America/New_York
SBO;Emanuel Co;32,60914; -82,36994; 327; -5;A;America/New_York
SBP;San Luis County Regional Airport;35,23680;-120,64200; 212; -8;A;America/Los_Angeles
SBS;Steamboat Springs Airport-Bob Adams Field;40,51625;-106,86631;6882; -7;A;America/Denver
SBY;Salisbury Ocean City Wicomico Rgnl;38,34052; -75,51029;  52; -5;A;America/New_York
SCC;Deadhorse;70,19475;-148,46517;  64; -9;A;America/Anchorage
SCE;University Park Airport;40,84928; -77,84869;1239; -5;A;America/New_York
SCH;Stratton ANGB - Schenectady County Airpor;42,85246; -73,92887; 378; -5;A;America/New_York
SCK;Stockton Metropolitan;37,89417;-121,23831;  33; -8;A;America/Los_Angeles
SCM;Scammon Bay Airport;61,84528;-165,57139;  14; -9;A;America/Anchorage
SDC;Williamson-Sodus Airport;43,23479; -77,11944; 424; -5;A;America/New_York
SDF;Louisville International Airport;38,17409; -85,73650; 501; -5;A;America/New_York
SDM;Brown Field Municipal Airport;32,57227;-116,98016; 526; -8;A;America/Los_Angeles
SDP;Sand Point Airport;55,31500;-160,52300;  21; -9;A;America/Anchorage
SDX;Sedona;34,84863;-111,78847;4830; -7;A;America/Phoenix
SDY;Sidney-Richland Municipal Airport;47,70694;-104,19250;1984; -7;A;America/Denver
SEA;Seattle Tacoma Intl;47,44900;-122,30931; 433; -8;A;America/Los_Angeles
SEE;Gillespie;32,82622;-116,97244; 388; -8;A;America/Los_Angeles
SEF;Regional - Hendricks AAF;27,45639; -81,34222;  63; -5;A;America/New_York
SEM;Craig Fld;32,34395; -86,98780; 166; -6;A;America/Chicago
SES;Selfield Airport;32,44040; -86,95220; 131; -6;A;America/Chicago
SFB;Orlando Sanford Intl;28,77764; -81,23749;  55; -5;A;America/New_York
SFF;Felts Fld;47,68282;-117,32256;1953; -8;A;America/Los_Angeles
SFM;Sanford Regional;43,39383; -70,70800; 244; -5;A;America/New_York
SFO;San Francisco Intl;37,61897;-122,37489;  13; -8;A;America/Los_Angeles
SFZ;North Central State;41,92076; -71,49138; 441; -5;A;America/New_York
SGF;Springfield Branson Natl;37,24567; -93,38864;1268; -6;A;America/Chicago
SGH;Springfield-Beckly Municipal Airport;39,84028; -83,84017;1051; -5;A;America/New_York
SGJ;St. Augustine Airport;29,95925; -81,33972;  10; -5;A;America/New_York
SGR;Sugar Land Regional Airport;29,62225; -95,65653;  82; -6;A;America/Chicago
SGU;St George Muni;37,09058;-113,59306;2941; -7;A;America/Denver
SGY;Skagway Airport;59,46010;-135,31600;  44; -9;A;America/Anchorage
SHD;Shenandoah Valley Regional Airport;38,26389; -78,89639;1201; -5;A;America/New_York
SHG;Shungnak Airport;66,88806;-157,16250; 197; -9;A;America/Anchorage
SHH;Shishmaref Airport;66,24960;-166,08900;  12; -9;A;America/Anchorage
SHR;Sheridan County Airport;44,76920;-106,98000;4021; -7;A;America/Denver
SHV;Shreveport Rgnl;32,44663; -93,82560; 258; -6;A;America/Chicago
SHX;Shageluk Airport;62,69222;-159,56917;  79; -9;A;America/Anchorage
SIK;Sikeston Memorial Municipal;36,89889; -89,56175; 315; -6;A;America/Chicago
SIT;Sitka Rocky Gutierrez;57,04714;-135,36161;  21; -9;A;America/Anchorage
SJC;Norman Y Mineta San Jose Intl;37,36260;-121,92902;  62; -8;A;America/Los_Angeles
SJT;San Angelo Rgnl Mathis Fld;31,35775;-100,49631;1919; -6;A;America/Chicago
SKA;Fairchild Afb;47,61506;-117,65577;2461; -8;A;America/Los_Angeles
SKF;Lackland Afb Kelly Fld Annex;29,38423; -98,58111; 691; -6;A;America/Chicago
SKK;Shaktoolik Airport;64,37111;-161,22389;  24; -9;A;America/Anchorage
SKY;Griffing Sandusky;41,43336; -82,65233; 580; -5;A;America/New_York
SLC;Salt Lake City Intl;40,78839;-111,97777;4227; -7;A;America/Denver
SLE;McNary Field;44,90950;-123,00300; 214; -8;A;America/Los_Angeles
SLK;Adirondack Regional Airport;44,38530; -74,20620;1663; -5;A;America/New_York
SLN;Salina Municipal Airport;38,79100; -97,65220;1288; -6;A;America/Chicago
SLQ;Sleetmute Airport;61,70057;-157,16583; 190; -9;A;America/Anchorage
SMD;Smith Fld;41,14335; -85,15278; 834; -5;A;America/New_York
SME;Lake Cumberland Regional Airport;37,05361; -84,61556; 927; -5;A;America/New_York
SMF;Sacramento Intl;38,69542;-121,59078;  27; -8;A;America/Los_Angeles
SMK;St. Michael Airport;63,49000;-162,11028;  98; -9;A;America/Anchorage
SMN;Lemhi County Airport;45,12389;-113,88139;4043; -7;A;America/Denver
SMO;Santa Monica Municipal Airport;34,01583;-118,45131; 177; -8;A;America/Los_Angeles
SMX;Santa Maria Pub Cpt G Allan Hancock Airport;34,89890;-120,45700; 261; -8;A;America/Los_Angeles
SNA;John Wayne Arpt Orange Co;33,67567;-117,86822;  56; -8;A;America/Los_Angeles
SNP;St Paul Island;57,16733;-170,22044;  63; -9;A;America/Anchorage
SNY;Sidney Muni Airport;41,10167;-102,98500;4313; -7;A;America/Denver
SOP;Moore County Airport;35,23761; -79,38880; 455; -5;A;America/New_York
SOW;Show Low Regional Airport;34,26556;-110,00556;6415; -7;A;America/Phoenix
SPB;Scappoose Industrial Airpark;45,77103;-122,86183;  58; -8;A;America/Los_Angeles
SPF;Black Hills Airport-Clyde Ice Field;44,48114;-103,78601;3931; -7;A;America/Denver
SPG;Albert Whitted;27,76511; -82,62697;   7; -5;A;America/New_York
SPI;Abraham Lincoln Capital;39,84410; -89,67789; 597; -6;A;America/Chicago
SPS;Sheppard Afb Wichita Falls Muni;33,98880; -98,49189;1019; -6;A;America/Chicago
SPW;Spencer Muni;43,16553; -95,20280;1339; -6;A;America/Chicago
SPZ;Silver Springs Airport;39,40303;-119,25119;4269; -8;A;America/Los_Angeles
SQL;San Carlos Airport;37,51194;-122,24944;   5; -8;A;America/Los_Angeles
SRQ;Sarasota Bradenton Intl;27,39544; -82,55439;  30; -5;A;America/New_York
SRR;Sierra Blanca Regional Airport;33,46285;-105,53475;6814; -7;A;America/Denver
SRV;Stony River 2 Airport;61,78750;-156,59111; 230; -9;A;America/Anchorage
SSC;Shaw Afb;33,97272; -80,47056; 242; -5;A;America/New_York
SSI;McKinnon Airport;31,15197; -81,39106;  19; -5;A;America/New_York
STC;Saint Cloud Regional Airport;45,54656; -94,05989;1031; -6;A;America/Chicago
STE;Stevens Point Municipal Airport;44,54514; -89,53028;1110; -6;A;America/Chicago
STG;St. George Airport;56,57722;-169,66361; 125; -9;A;America/Anchorage
STJ;Rosecrans Mem;39,77194; -94,90971; 826; -6;A;America/Chicago
STK;Sterling Municipal Airport;40,61531;-103,26485;4040; -7;A;America/Denver
STL;Lambert St Louis Intl;38,74870; -90,37003; 618; -6;A;America/Chicago
STS;Charles M Schulz Sonoma Co;38,50898;-122,81288; 125; -8;A;America/Los_Angeles
SUA;Witham Field Airport;27,18170; -80,22129;  16; -5;A;America/New_York
SUE;Door County Cherryland Airport;44,84367; -87,42156; 725; -6;U;America/Chicago
SUN;Friedman Mem;43,50444;-114,29619;5320; -7;A;America/Denver
SUS;Spirit Of St Louis;38,66212; -90,65204; 463; -6;A;America/Chicago
SUU;Travis Afb;38,26269;-121,92746;  62; -8;A;America/Los_Angeles
SUX;Sioux Gateway Col Bud Day Fld;42,40260; -96,38437;1098; -6;A;America/Chicago
SVA;Savoonga Airport;63,68640;-170,49300;  53; -9;A;America/Anchorage
SVC;Grant County Airport;32,63650;-108,15600;5446; -7;A;America/Denver
SVH;Regional Airport;35,76500; -80,95390; 968; -5;A;America/New_York
SVN;Hunter Aaf;32,01000; -81,14568;  42; -5;A;America/New_York
SVW;Sparrevohn Lrrs;61,09737;-155,57423;1583; -9;A;America/Anchorage
SWD;Seward Airport;60,12694;-149,41881;  22; -9;U;America/Anchorage
SWF;Stewart Intl;41,50409; -74,10484; 491; -5;A;America/New_York
SXP;Sheldon Point Airport;62,52056;-164,84778;  12; -9;A;America/Anchorage
SXQ;Soldotna Airport;60,47496;-151,03824; 113; -9;U;America/Anchorage
SYA;Eareckson As;52,71227; 174,11362;  98; -9;A;America/Anchorage
SYB;Seal Bay Seaplane Base;58,16667;-152,50000;   0; -9;A;America/Anchorage
SYR;Syracuse Hancock Intl;43,11119; -76,10631; 421; -5;A;America/New_York
SZL;Whiteman Afb;38,73031; -93,54786; 870; -6;A;America/Chicago
TAL;Tanana Airport;65,17956;-152,07583; 207; -9;A;America/Anchorage
TAN;Taunton Municipal Airport - King Field;41,87440; -71,01665;  43; -5;A;America/New_York
TBN;Waynesville Rgnl Arpt At Forney Fld;37,74163; -92,14074;1159; -6;A;America/Chicago
TCC;Tucumcari Muni;35,18278;-103,60319;4065; -7;A;America/Denver
TCL;Tuscaloosa Rgnl;33,22063; -87,61140; 170; -6;A;America/Chicago
TCM;Mc Chord Afb;47,13768;-122,47647; 322; -8;A;America/Los_Angeles
TCS;Truth Or Consequences Muni;33,23694;-107,27175;4853; -7;A;America/Denver
TCT;Takotna Airport;62,97194;-156,08278; 825; -9;A;America/Anchorage
TEB;Teterboro;40,85010; -74,06084;   9; -5;A;America/New_York
TEK;Tatitlek Airport;60,87250;-146,69111;  62; -9;A;America/Anchorage
TEX;Telluride;37,95376;-107,90848;9078; -7;A;America/Denver
TIK;Tinker Afb;35,41474; -97,38663;1291; -6;A;America/Chicago
TIW;Tacoma Narrows Airport;47,26794;-122,57811; 294; -8;A;America/Los_Angeles
TIX;Space Coast Reg'l Airport;28,51480; -80,79923;  34; -5;A;America/New_York
TKA;Talkeetna;62,32050;-150,09369; 358; -9;A;America/Anchorage
TKE;Tenakee Seaplane Base;57,77972;-135,21833;   0; -9;A;America/Anchorage
TKF;Truckee-Tahoe Airport;39,32004;-120,13956;5900; -8;A;America/Los_Angeles
TKI;Collin County Regional Airport at Mc Kinney;33,17794; -96,59053; 585; -6;A;America/Chicago
TLA;Teller Airport;65,24028;-166,33944; 294; -9;A;America/Anchorage
TLH;Tallahassee Rgnl;30,39653; -84,35033;  81; -5;A;America/New_York
TLJ;Tatalina Lrrs;62,89437;-155,97653; 964; -9;A;America/Anchorage
TLT;Tuluksak Airport;61,09694;-160,96944;  30; -9;A;America/Anchorage
TMA;Henry Tift Myers Airport;31,42898; -83,48855; 355; -5;A;America/New_York
TMB;Kendall Tamiami Executive;25,64789; -80,43278;   8; -5;A;America/New_York
TNC;Tin City LRRS Airport;65,56306;-167,92167; 269; -9;A;America/Anchorage
TNK;Tununak Airport;60,57556;-165,27167;  14; -9;A;America/Anchorage
TNT;Dade Collier Training And Transition;25,86181; -80,89700;  13; -5;A;America/New_York
TNX;Tonopah Test Range;37,79884;-116,78075;5549; -8;A;America/Los_Angeles
TOA;Zamperini Field Airport;33,80339;-118,33961; 101; -8;A;America/Los_Angeles
TOC;Toccoa RG Letourneau Field Airport;34,59281; -83,29637; 996; -5;A;America/New_York
TOG;Togiak Airport;59,05280;-160,39700;  21; -9;A;America/Anchorage
TOL;Toledo;41,58681; -83,80783; 684; -5;A;America/New_York
TOP;Philip Billard Muni;39,06866; -95,62248; 881; -6;A;America/Chicago
TPA;Tampa Intl;27,97547; -82,53325;  26; -5;A;America/New_York
TPL;Draughon Miller Central Texas Rgnl;31,15250; -97,40778; 682; -6;A;America/Chicago
TRI;Tri-Cities Regional Airport;36,47522; -82,40742;1519; -5;A;America/New_York
TRM;Jacqueline Cochran Regional Airport;33,62667;-116,15967;   0; -8;A;America/Los_Angeles
TSS;East 34th Street Heliport;40,74250; -73,97194;  10; -5;A;America/New_York
TTD;Portland Troutdale;45,54937;-122,40125;  39; -8;A;America/Los_Angeles
TTN;Trenton Mercer;40,27669; -74,81347; 213; -5;A;America/New_York
TUL;Tulsa Intl;36,19839; -95,88811; 677; -6;A;America/Chicago
TUP;Tupelo Regional Airport;34,26810; -88,76990; 346; -6;A;America/Chicago
TUS;Tucson Intl;32,11608;-110,94103;2643; -7;N;America/Phoenix
TVC;Cherry Capital Airport;44,74144; -85,58223; 624; -5;A;America/New_York
TVF;Thief River Falls;48,06556; -96,18500;1116; -6;A;America/Chicago
TVI;Thomasville Regional Airport;30,90179; -83,88113; 264; -5;A;America/New_York
TVL;Lake Tahoe Airport;38,89389;-119,99528;8544; -8;A;America/Los_Angeles
TWA;Twin Hills Airport;59,07444;-160,27500;  82; -9;A;America/Anchorage
TWD;Jefferson County Intl;48,03140;-122,48380; 108; -8;A;America/Los_Angeles
TWF;Magic Valley Regional Airport;42,48180;-114,48773;4151; -7;A;America/Denver
TXK;Texarkana Rgnl Webb Fld;33,45372; -93,99103; 390; -6;A;America/Chicago
TYE;Tyonek Airport;61,07667;-151,13806; 110; -9;A;America/Anchorage
TYR;Tyler Pounds Rgnl;32,35414; -95,40239; 544; -6;A;America/Chicago
TYS;Mc Ghee Tyson;35,81097; -83,99403; 981; -5;A;America/New_York
TZR;Bolton Field;39,90111; -83,13694; 905; -5;A;America/New_York
U76;Mountain Home Municipal Airport;43,13161;-115,73057;3167; -7;A;America/Denver
UCA;Union Station;43,10417; -75,22333; 456; -5;A;America/New_York
UDD;Bermuda Dunes Airport;33,74844;-116,27481;  73; -8;A;America/Los_Angeles
UDG;Darlington County Jetport;34,44938; -79,89006; 192; -5;A;America/New_York
UES;Waukesha County Airport;43,04103; -88,23706; 911; -6;A;America/Chicago
UGN;Waukegan Rgnl;42,42216; -87,86791; 727; -6;A;America/Chicago
UIN;Quincy Regional Baldwin Field;39,94270; -91,19460; 769; -6;A;America/Chicago
UMP;Indianapolis Metropolitan Airport;39,93528; -86,04500; 811; -5;A;America/New_York
UNK;Unalakleet Airport;63,88833;-160,79889;  21; -9;A;America/Anchorage
UPP;Upolu;20,26526;-155,85999;  96;-10;A;Pacific/Honolulu
UST;St. Augustine Airport;29,95917; -81,33972;  10; -5;A;America/New_York
UT3;Hite Airport;37,89165;-110,38403;3840; -7;A;America/Denver
UTM;Tunica Municipal Airport;34,68100; -90,34670; 194; -6;A;America/Chicago
UTO;Indian Mountain Lrrs;65,99279;-153,70429;1220; -9;A;America/Anchorage
UUK;Ugnu-Kuparuk Airport;70,33083;-149,59750;  67; -9;A;America/Anchorage
UUU;Newport State;41,53306; -71,28222; 172; -5;A;America/New_York
UVA;Garner Field;29,21543; -99,74896; 942; -6;A;America/Chicago
VAD;Moody Afb;30,96783; -83,19300; 233; -5;A;America/New_York
